q,p,v,l,timeOnRoad
0.30000000000000004,0.0,12,40,9.30013557488503
0.30000000000000004,0.0,12,80,13.300203154091664
0.30000000000000004,0.1,3,5,3.517989311537764
0.30000000000000004,0.1,3,10,5.4442099344685
0.30000000000000004,0.1,3,20,8.634145853737813
0.30000000000000004,0.1,3,40,15.640732479785171
0.30000000000000004,0.1,3,80,29.45692515842354
0.30000000000000004,0.1,6,5,3.5178482049362603
0.30000000000000004,0.1,6,10,4.713501504255482
0.30000000000000004,0.1,6,20,6.821334071291114
0.30000000000000004,0.1,6,40,10.52901802924273
0.30000000000000004,0.1,6,80,17.056624195381175
0.30000000000000004,0.1,9,5,3.5172447607375417
0.30000000000000004,0.1,9,10,4.713945639788919
0.30000000000000004,0.1,9,20,6.820941700488368
0.30000000000000004,0.1,9,40,9.791937794258978
0.30000000000000004,0.1,9,80,14.155792647979432
0.30000000000000004,0.1,12,5,3.5174191649460207
0.30000000000000004,0.1,12,10,4.712927450924341
0.30000000000000004,0.1,12,20,6.820890149641015
0.30000000000000004,0.1,12,40,9.790735829961767
0.30000000000000004,0.1,12,80,13.788929727007696
0.30000000000000004,0.2,3,5,3.7829890029911106
0.30000000000000004,0.2,3,10,5.693831563954346
0.30000000000000004,0.2,3,20,9.14681926298779
0.30000000000000004,0.2,3,40,16.383784470412365
0.30000000000000004,0.2,3,80,30.81105103640746
0.30000000000000004,0.2,6,5,3.782454377446378
0.30000000000000004,0.2,6,10,5.174525169896696
0.30000000000000004,0.2,6,20,7.401943076388249
0.30000000000000004,0.2,6,40,11.013851395150828
0.30000000000000004,0.2,6,80,17.86582102108676
0.30000000000000004,0.2,9,5,3.7827091052374144
0.30000000000000004,0.2,9,10,5.173122485254535
0.30000000000000004,0.2,9,20,7.403405402544853
0.30000000000000004,0.2,9,40,10.477774870595855
0.30000000000000004,0.2,9,80,15.094736006725492
0.30000000000000004,0.2,12,5,3.7824882228827708
0.30000000000000004,0.2,12,10,5.173937061622226
0.30000000000000004,0.2,12,20,7.401230507100708
0.30000000000000004,0.2,12,40,10.479861740136684
0.30000000000000004,0.2,12,80,14.71969806561455
0.30000000000000004,0.30000000000000004,3,5,4.119609266515188
0.30000000000000004,0.30000000000000004,3,10,6.074850566495311
0.30000000000000004,0.30000000000000004,3,20,9.774825742366753
0.30000000000000004,0.30000000000000004,3,40,17.30509187240967
0.30000000000000004,0.30000000000000004,3,80,32.344796966095196
0.30000000000000004,0.30000000000000004,6,5,4.115728684192344
0.30000000000000004,0.30000000000000004,6,10,5.715341756806781
0.30000000000000004,0.30000000000000004,6,20,8.094255243800637
0.30000000000000004,0.30000000000000004,6,40,11.765771435458467
0.30000000000000004,0.30000000000000004,6,80,18.792571226521897
0.30000000000000004,0.30000000000000004,9,5,4.117986744823979
0.30000000000000004,0.30000000000000004,9,10,5.71350864819521
0.30000000000000004,0.30000000000000004,9,20,8.098484515308527
0.30000000000000004,0.30000000000000004,9,40,11.388515318414923
0.30000000000000004,0.30000000000000004,9,80,16.252743763393013
0.30000000000000004,0.30000000000000004,12,5,4.117092732070381
0.30000000000000004,0.30000000000000004,12,10,5.71315136169826
0.30000000000000004,0.30000000000000004,12,20,8.094484352073296
0.30000000000000004,0.30000000000000004,12,40,11.386380151186158
0.30000000000000004,0.30000000000000004,12,80,15.992712066680145
0.30000000000000004,0.4,3,5,4.5534476138237014
0.30000000000000004,0.4,3,10,6.631783884570185
0.30000000000000004,0.4,3,20,10.55301064421938
0.30000000000000004,0.4,3,40,18.412960563602997
0.30000000000000004,0.4,3,80,34.096095050263834
0.30000000000000004,0.4,6,5,4.552485921170534
0.30000000000000004,0.4,6,10,6.384270369093648
0.30000000000000004,0.4,6,20,8.982282285096638
0.30000000000000004,0.4,6,40,12.83547079366028
0.30000000000000004,0.4,6,80,20.02564033608102
0.30000000000000004,0.4,9,5,4.552951198227749
0.30000000000000004,0.4,9,10,6.384547827690067
0.30000000000000004,0.4,9,20,8.980952897521577
0.30000000000000004,0.4,9,40,12.587738469950956
0.30000000000000004,0.4,9,80,17.801539077969583
0.30000000000000004,0.4,12,5,4.5535105106182225
0.30000000000000004,0.4,12,10,6.383883125685687
0.30000000000000004,0.4,12,20,8.979094807724675
0.30000000000000004,0.4,12,40,12.590010439547514
0.30000000000000004,0.4,12,80,17.660569074881085
0.30000000000000004,0.5,3,5,5.135618373860207
0.30000000000000004,0.5,3,10,7.429026548009494
0.30000000000000004,0.5,3,20,11.578772519562909
0.30000000000000004,0.5,3,40,19.798488432593615
0.30000000000000004,0.5,3,80,36.18907918414264
0.30000000000000004,0.5,6,5,5.134296239636322
0.30000000000000004,0.5,6,10,7.264399518395148
0.30000000000000004,0.5,6,20,10.17620622002033
0.30000000000000004,0.5,6,40,14.372155406856972
0.30000000000000004,0.5,6,80,21.75964508778591
0.30000000000000004,0.5,9,5,5.1332859957782055
0.30000000000000004,0.5,9,10,7.262878902166282
0.30000000000000004,0.5,9,20,10.170853356883592
0.30000000000000004,0.5,9,40,14.23127122919143
0.30000000000000004,0.5,9,80,19.98577607803187
0.30000000000000004,0.5,12,5,5.134846724228461
0.30000000000000004,0.5,12,10,7.264285407524704
0.30000000000000004,0.5,12,20,10.171422542861862
0.30000000000000004,0.5,12,40,14.222374066226065
0.30000000000000004,0.5,12,80,19.92754485266345
0.30000000000000004,0.6,3,5,5.939584285796596
0.30000000000000004,0.6,3,10,8.583450929843432
0.30000000000000004,0.6,3,20,13.045456717180217
0.30000000000000004,0.6,3,40,21.69068777574954
0.30000000000000004,0.6,3,80,38.86935483281644
0.30000000000000004,0.6,6,5,5.938875659872027
0.30000000000000004,0.6,6,10,8.481110099581437
0.30000000000000004,0.6,6,20,11.895109725045105
0.30000000000000004,0.6,6,40,16.689027446581804
0.30000000000000004,0.6,6,80,24.515477291867565
0.30000000000000004,0.6,9,5,5.938134504362093
0.30000000000000004,0.6,9,10,8.479744740133016
0.30000000000000004,0.6,9,20,11.896837920998271
0.30000000000000004,0.6,9,40,16.626191015646214
0.30000000000000004,0.6,9,80,23.27172355744073
0.30000000000000004,0.6,12,5,5.9405562251841815
0.30000000000000004,0.6,12,10,8.479832005093384
0.30000000000000004,0.6,12,20,11.88875732634284
0.30000000000000004,0.6,12,40,16.621522922453853
0.30000000000000004,0.6,12,80,23.260506513052018
0.30000000000000004,0.7,3,5,7.14922115818827
0.30000000000000004,0.7,3,10,10.310214238692607
0.30000000000000004,0.7,3,20,15.41696273347032
0.30000000000000004,0.7,3,40,24.680098986173284
0.30000000000000004,0.7,3,80,42.846324592545635
0.30000000000000004,0.7,6,5,7.1426823349256425
0.30000000000000004,0.7,6,10,10.257131516642021
0.30000000000000004,0.7,6,20,14.576260309291742
0.30000000000000004,0.7,6,40,20.54406815335956
0.30000000000000004,0.7,6,80,29.511574942408885
0.30000000000000004,0.7,9,5,7.147318082858446
0.30000000000000004,0.7,9,10,10.24717779263009
0.30000000000000004,0.7,9,20,14.582885934126237
0.30000000000000004,0.7,9,40,20.55585053228035
0.30000000000000004,0.7,9,80,28.853261472969596
0.30000000000000004,0.7,12,5,7.145926036730826
0.30000000000000004,0.7,12,10,10.24077831491884
0.30000000000000004,0.7,12,20,14.579127520026743
0.30000000000000004,0.7,12,40,20.529550676135166
0.30000000000000004,0.7,12,80,28.881239013023492
0.30000000000000004,0.7999999999999999,3,5,9.253310873972454
0.30000000000000004,0.7999999999999999,3,10,13.10412352711025
0.30000000000000004,0.7999999999999999,3,20,19.743416621646187
0.30000000000000004,0.7999999999999999,3,40,30.793415337448344
0.30000000000000004,0.7999999999999999,3,80,50.7160067917818
0.30000000000000004,0.7999999999999999,6,5,9.250495634605462
0.30000000000000004,0.7999999999999999,6,10,13.076757245857028
0.30000000000000004,0.7999999999999999,6,20,19.236768031123102
0.30000000000000004,0.7999999999999999,6,40,28.207558303846916
0.30000000000000004,0.7999999999999999,6,80,41.094670785916534
0.30000000000000004,0.7999999999999999,9,5,9.250191881202827
0.30000000000000004,0.7999999999999999,9,10,13.079280448106887
0.30000000000000004,0.7999999999999999,9,20,19.23118063028265
0.30000000000000004,0.7999999999999999,9,40,28.22430194566855
0.30000000000000004,0.7999999999999999,9,80,41.0353499895798
0.30000000000000004,0.7999999999999999,12,5,9.25062164495652
0.30000000000000004,0.7999999999999999,12,10,13.067806626369418
0.30000000000000004,0.7999999999999999,12,20,19.252525947630705
0.30000000000000004,0.7999999999999999,12,40,28.135997788467833
0.30000000000000004,0.7999999999999999,12,80,41.03478905507835
0.30000000000000004,0.8999999999999999,3,5,14.755802951584828
0.30000000000000004,0.8999999999999999,3,10,19.34573582455802
0.30000000000000004,0.8999999999999999,3,20,28.748747735125527
0.30000000000000004,0.8999999999999999,3,40,47.519949671910894
0.30000000000000004,0.8999999999999999,3,80,78.29159784127276
0.30000000000000004,0.8999999999999999,6,5,14.762091459294904
0.30000000000000004,0.8999999999999999,6,10,19.335609779151127
0.30000000000000004,0.8999999999999999,6,20,28.629930895300856
0.30000000000000004,0.8999999999999999,6,40,46.81640707480821
0.30000000000000004,0.8999999999999999,6,80,76.76966096120948
0.30000000000000004,0.8999999999999999,9,5,14.748776817329764
0.30000000000000004,0.8999999999999999,9,10,19.339955966882854
0.30000000000000004,0.8999999999999999,9,20,28.5858563668186
0.30000000000000004,0.8999999999999999,9,40,46.72527222719605
0.30000000000000004,0.8999999999999999,9,80,76.84708962258944
0.30000000000000004,0.8999999999999999,12,5,14.753689102203614
0.30000000000000004,0.8999999999999999,12,10,19.34027863143969
0.30000000000000004,0.8999999999999999,12,20,28.63241833473561
0.30000000000000004,0.8999999999999999,12,40,46.55545026304022
0.30000000000000004,0.8999999999999999,12,80,75.93489573198782
