d, <v>, Mq, Gq, Aq, R44TOR, detourTOR
0.48000000000000026,1.0755474035461061,2.543746527777778,2.620501388888889,207.77652083333334,66.87300750428557,290.45445587022357
0.49000000000000027,1.0762966173860806,2.4992631944444446,2.6178708333333334,210.27796388888888,66.70151700122098,292.4123094663069
0.5000000000000002,1.080002105173446,2.446209722222222,2.6164375,211.95086388888888,66.39178823560638,293.8724851700202
0.5100000000000002,1.0855840199192295,2.3820055555555557,2.6058666666666666,215.33167013888888,65.98287881088594,295.712605565876
0.5200000000000002,1.0818850105183153,2.3552708333333334,2.615960416666667,216.99791458333334,66.2132767594281,297.8243519325769
0.5300000000000002,1.0884165607157423,2.30134375,2.6139618055555554,219.17995694444446,65.70677187287193,299.2493894680259
0.5400000000000003,1.0860882645071621,2.281597222222222,2.614165277777778,220.49006805555555,65.8797332177462,299.88760430402675
0.5500000000000003,1.0921543398719467,2.2350805555555557,2.6019444444444444,222.7766875,65.54463689160755,302.2104396484755
0.5600000000000003,1.0936676447000286,2.1916326388888887,2.6239194444444442,224.78622083333335,65.41104908689995,303.4782568374812
0.5700000000000003,1.083900164881415,2.1629375,2.61713125,226.76635833333333,66.29394951095648,305.4036936135727
0.5800000000000003,1.096432541979693,2.140103472222222,2.6216020833333333,227.34702847222223,65.06476862909761,305.3298581966058
0.5900000000000003,1.092667266251483,2.0955041666666667,2.604225,230.3662402777778,65.48819934834518,307.65425063754435
0.6000000000000003,1.0952802849468073,2.0706354166666667,2.615947222222222,231.22573125,65.08198248971375,308.18176099149247
0.6100000000000003,1.0979929185413233,2.04870625,2.6122229166666666,232.83415069444445,65.14421867197858,309.832076734844
0.6200000000000003,1.0930216310068754,2.0203326388888887,2.603848611111111,234.27437708333332,65.47690530623402,310.6991176073091
0.6300000000000003,1.0982895664124075,2.00725625,2.6190527777777777,235.6786763888889,65.04055656996312,311.58595492518907
0.6400000000000003,1.1059000584869425,1.9793298611111112,2.6036520833333334,236.71637291666667,64.50695724638611,312.4540375649087
0.6500000000000004,1.1024846928417198,1.9614020833333334,2.6181,239.22103055555556,64.67861688268381,313.9584982416969
0.6600000000000004,1.101780082877031,1.9350541666666667,2.6161986111111113,240.71317569444443,64.7172027567286,315.3676009555348
0.6700000000000004,1.1072894931137158,1.9244784722222221,2.6159631944444444,241.15834097222222,64.55552641035986,315.1026179735545
0.6800000000000004,1.1003811258142653,1.907342361111111,2.6195381944444445,243.55725902777777,64.87493156070055,317.2012646083083
0.6900000000000004,1.1028210516606765,1.8902944444444445,2.620073611111111,243.81044444444444,64.56729475741149,317.9582395205057
0.7000000000000004,1.1064529662296059,1.8706027777777778,2.6347347222222224,245.43241666666665,64.44310670857017,318.9508974846448
0.7100000000000004,1.1083380476480393,1.86179375,2.6031423611111113,246.13165555555557,64.41234504616763,319.04151480413145
0.7200000000000004,1.1081215726080005,1.8508694444444445,2.6128458333333335,247.2650486111111,64.42286995243735,320.27454015938395
0.7300000000000004,1.1095498186919734,1.8323527777777777,2.6231819444444446,248.19972361111112,64.44196490011456,320.3663926354631
0.7400000000000004,1.1112546385034545,1.8266243055555555,2.606063888888889,249.01918263888888,64.04628993479083,320.85317312749896
0.7500000000000004,1.1141200974435854,1.8119826388888889,2.6190201388888887,250.42428125,63.984370590740475,322.6572229116727
0.7600000000000005,1.1123718804557756,1.7937819444444445,2.6255069444444445,250.83330069444443,63.98582845018542,322.91920568368585
0.7700000000000005,1.1138532005295434,1.7833333333333334,2.6308576388888887,251.9007048611111,63.75589407964525,323.3220488955429
0.7800000000000005,1.1153548592894067,1.7680756944444445,2.6236291666666665,252.26676875,63.849832370857605,323.97366653437797
0.7900000000000005,1.1184435030152327,1.7582534722222223,2.6180666666666665,254.66835277777778,63.598645072730505,325.9459003283039
0.8000000000000005,1.119504685059676,1.746248611111111,2.6127291666666665,254.48595555555556,63.65351231343889,326.2656835275602
0.8100000000000005,1.1167081317399166,1.73906875,2.623279166666667,255.47315972222222,63.756556299363886,326.49761304640856
0.8200000000000005,1.113889013483929,1.7345854166666668,2.6248625,255.52847569444444,63.942703277746915,326.6346417173315
0.8300000000000005,1.116638707047464,1.7307256944444445,2.611479861111111,255.74712152777778,63.81428099730377,326.5851953030376
0.8400000000000005,1.119132462206053,1.7175486111111111,2.600861111111111,256.48748125,63.65788396303878,326.8903573288463
0.8500000000000005,1.121873537913912,1.7134548611111111,2.6066215277777776,257.98802083333334,63.496549281071964,328.55231211960046
0.8600000000000005,1.1246323268714085,1.7034715277777779,2.6036805555555556,258.27595625,63.290200778967666,328.55943959102814
0.8700000000000006,1.1212434581426534,1.7095659722222223,2.6052791666666666,258.8442145833333,63.457519084697246,329.1323352322804
0.8800000000000006,1.12115625463442,1.6937631944444445,2.614390277777778,259.06156111111113,63.55878514194072,329.0709831147696
0.8900000000000006,1.12262184171623,1.697167361111111,2.6224555555555558,259.6934458333333,63.32859832634915,329.71595704397515
0.9000000000000006,1.1232425315264274,1.6850597222222221,2.6288145833333334,259.9015597222222,63.36978130641002,330.11516067584523
0.9100000000000006,1.1200222186796611,1.690120138888889,2.6146319444444446,260.5663944444444,63.52710265024588,330.6782307220397
0.9200000000000006,1.1204294510958965,1.6791729166666667,2.636853472222222,261.0458888888889,63.753286898348186,331.10781773697494
0.9300000000000006,1.1237291077770701,1.6762194444444445,2.6147694444444443,261.33434166666666,63.35148805209879,331.18188807320894
0.9400000000000006,1.1291392637167994,1.6783291666666666,2.61009375,261.5537159722222,63.12859333361795,330.6233010519641
0.9500000000000006,1.1243800248162756,1.6691166666666666,2.6283145833333332,262.0719722222222,63.299883303431386,331.8433760026645
0.9600000000000006,1.1274721073894636,1.6695180555555555,2.611801388888889,262.3680444444444,63.113269778394375,331.7139620053453
0.9700000000000006,1.1230984726587414,1.6732152777777778,2.6180909722222223,262.50355069444447,63.41768177696223,331.65062623946807
0.9800000000000006,1.1275524419955367,1.6641541666666666,2.6194076388888887,262.58725694444445,63.019102214907896,332.47371638162707
0.9900000000000007,1.1310052948823313,1.6629993055555556,2.628022222222222,262.93394930555553,62.89622921751215,332.52938369380166
