q,p,v,l,timeOnRoad
0.30000000000000004,0.4,12,80,17.660688609787787
0.30000000000000004,0.5,3,5,5.1321470559305284
0.30000000000000004,0.5,3,10,7.428216146078192
0.30000000000000004,0.5,3,20,11.579743232007216
0.30000000000000004,0.5,3,40,19.81053408140442
0.30000000000000004,0.5,3,80,36.19341019252336
0.30000000000000004,0.5,6,5,5.132033222622488
0.30000000000000004,0.5,6,10,7.265754363884832
0.30000000000000004,0.5,6,20,10.170005302401096
0.30000000000000004,0.5,6,40,14.37823809903367
0.30000000000000004,0.5,6,80,21.775892345688288
0.30000000000000004,0.5,12,5,5.141077204331317
0.30000000000000004,0.5,12,10,7.27338153153788
0.30000000000000004,0.5,12,20,10.174958665263791
0.30000000000000004,0.5,12,40,14.231901004977928
0.30000000000000004,0.5,12,80,19.920071915091373
0.30000000000000004,0.6,3,5,5.94649617493206
0.30000000000000004,0.6,3,10,8.572961814131563
0.30000000000000004,0.6,3,20,13.07661239429509
0.30000000000000004,0.6,3,40,21.69804518084972
0.30000000000000004,0.6,3,80,38.856297597509155
0.30000000000000004,0.6,6,5,5.945351093397661
0.30000000000000004,0.6,6,10,8.492530095147979
0.30000000000000004,0.6,6,20,11.872451179371772
0.30000000000000004,0.6,6,40,16.679619703595595
0.30000000000000004,0.6,6,80,24.461398169901663
0.30000000000000004,0.6,12,5,5.935879724960511
0.30000000000000004,0.6,12,10,8.471388570165374
0.30000000000000004,0.6,12,20,11.892484029548621
0.30000000000000004,0.6,12,40,16.636391871973046
0.30000000000000004,0.6,12,80,23.248241720003797
0.30000000000000004,0.7,3,5,7.136394001237996
0.30000000000000004,0.7,3,10,10.317634911213336
0.30000000000000004,0.7,3,20,15.41771007492724
0.30000000000000004,0.7,3,40,24.751694022917313
0.30000000000000004,0.7,3,80,42.83818321404691
0.30000000000000004,0.7,6,5,7.150399548629637
0.30000000000000004,0.7,6,10,10.252902258620049
0.30000000000000004,0.7,6,20,14.620064668789256
0.30000000000000004,0.7,6,40,20.63014742791277
0.30000000000000004,0.7,6,80,29.584972448046653
0.30000000000000004,0.7,12,5,7.1422401928099974
0.30000000000000004,0.7,12,10,10.253321216841924
0.30000000000000004,0.7,12,20,14.607816427872649
0.30000000000000004,0.7,12,40,20.584590072331046
0.30000000000000004,0.7,12,80,28.87400811527922
0.30000000000000004,0.7999999999999999,3,5,9.266399615193547
0.30000000000000004,0.7999999999999999,3,10,13.096512777972753
0.30000000000000004,0.7999999999999999,3,20,19.709798236075873
0.30000000000000004,0.7999999999999999,3,40,30.604486117285695
0.30000000000000004,0.7999999999999999,3,80,50.469725780219605
0.30000000000000004,0.7999999999999999,6,5,9.222823475664988
0.30000000000000004,0.7999999999999999,6,10,13.06297375629021
0.30000000000000004,0.7999999999999999,6,20,19.32118506101001
0.30000000000000004,0.7999999999999999,6,40,28.394880358842798
0.30000000000000004,0.7999999999999999,6,80,41.456449060016794
0.30000000000000004,0.7999999999999999,12,5,9.223839890275336
0.30000000000000004,0.7999999999999999,12,10,13.084272618573136
0.30000000000000004,0.7999999999999999,12,20,19.392386766475287
0.30000000000000004,0.7999999999999999,12,40,28.186190626237163
